id,age,salary,years_experience,credit_score,monthly_expense,savings,loan_amount,transactions,rating
9137,18,40727,2,842,37789,105169,604066,36,4
9138,69,78969,18,661,32915,149253,109263,242,8
9139,62,43368,1,423,2552,155722,35180,208,1
9140,47,83531,5,572,16182,253534,11254,255,5
9141,58,54097,7,654,15149,193521,489712,253,2
9142,64,49984,16,399,33603,479792,59480,165,3
9143,20,65859,4,600,32312,285880,450230,122,4
9144,63,59291,1,502,17155,76387,496911,82,1
9145,28,80228,11,320,12277,295949,589054,76,5
9146,41,107099,4,497,35443,232354,554472,179,6
9147,39,37150,9,411,16676,15429,302935,202,1
9148,61,37061,8,448,11785,147664,512244,86,4
9149,62,44178,19,680,22781,321374,894731,265,2
9150,43,115872,7,482,29258,325770,711778,69,1
9151,30,71790,0,636,13970,491310,842298,106,5
9152,18,80696,5,637,5264,65139,205896,65,1
9153,41,30648,10,599,39761,490713,154223,27,8
9154,27,76779,2,521,10807,175761,667300,6,2
9155,52,51672,14,708,32319,236617,875807,117,5
9156,41,84109,10,417,6227,426904,842680,146,3
9157,45,75521,4,473,28207,201062,319698,164,6
9158,53,49593,15,518,32290,235050,754197,97,6
9159,33,28786,6,675,34211,102664,730028,162,8
9160,57,109036,5,618,23673,323151,192353,288,5
9161,33,24815,8,387,11136,480372,752722,51,5
9162,34,36966,6,377,6980,103602,763121,131,5
9163,68,28794,2,740,26198,47567,81931,254,9
9164,32,46423,10,500,34599,4475,845777,13,2
9165,33,114480,11,714,9371,392134,885252,8,3
9166,32,36302,10,303,4396,368008,193305,264,4
9167,51,76064,1,382,4090,53529,539763,136,7
9168,28,101800,0,792,20913,284569,422234,248,1
9169,18,100140,1,305,25928,478320,305171,199,3
9170,32,42835,13,646,38941,440046,526012,76,7
9171,43,88356,12,833,11251,317296,559239,94,8
9172,68,64282,4,750,34126,177745,971197,18,2
9173,21,67714,1,444,15485,358273,744885,172,3
9174,60,82035,18,301,33647,237673,898895,148,7
9175,22,38814,16,587,11545,244460,179769,2,7
9176,52,39089,10,524,29275,421464,980929,30,3
9177,30,88162,15,736,15366,16169,647340,172,5
9178,27,70831,19,513,10955,247899,113344,250,7
9179,28,47746,17,465,30647,70769,866820,47,3
9180,35,96673,19,672,4326,3462,110750,299,8
9181,51,66940,7,806,37340,282760,10006,11,4
9182,56,101796,1,632,6169,44627,505236,275,7
9183,58,51476,16,511,11010,222431,72191,4,2
9184,59,41283,10,588,8073,25430,99979,166,5
9185,67,16769,13,465,27094,295021,811011,201,6
9186,40,57278,15,425,25857,116213,116298,162,1
9187,24,61994,14,456,22375,96821,920297,239,9
9188,56,77898,14,331,26918,295158,289140,104,9
9189,20,30634,2,573,8808,185544,743048,37,4
9190,29,25965,6,600,24571,125024,921881,224,5
9191,24,42566,11,320,9608,87750,764646,59,9
9192,66,67196,2,823,15408,30392,928026,220,2
9193,43,113679,18,575,24692,238482,230876,274,5
9194,50,63285,9,306,29369,99766,528618,25,4
9195,54,70499,7,754,16782,413563,345789,207,2
9196,65,34420,15,429,7126,122071,212145,25,2
9197,32,40236,15,598,5704,373756,806744,84,9
9198,19,21218,11,396,20284,327079,94545,248,8
9199,58,64892,4,576,30708,203524,146933,248,8
9200,24,89031,19,584,19940,338850,152797,51,8
9201,49,114389,5,472,26673,79271,295367,10,5
9202,21,79057,5,631,13053,295492,388993,177,4
9203,37,93609,7,504,19428,289683,474837,125,3
9204,67,91907,16,402,15543,275686,817876,166,2
9205,53,98130,11,659,10659,256137,649086,126,5
9206,49,26226,13,430,10545,361750,640358,247,8
9207,45,67271,1,338,11567,154339,995737,70,5
9208,30,25046,18,606,3075,132848,677468,11,7
9209,18,52117,5,819,11437,438435,26564,83,5
9210,52,19965,17,345,11215,394839,655917,160,9
9211,65,74478,3,493,34068,194565,143821,58,8
9212,47,93872,4,817,23670,258808,458494,79,8
9213,53,72277,5,468,6462,493979,438462,185,1
9214,42,100379,14,421,38489,282914,415714,77,5
9215,33,74613,5,548,5107,106334,331670,71,9
9216,36,32373,7,506,23086,277867,607376,116,8
9217,18,60452,8,414,20959,169615,394583,185,1
9218,22,65089,5,538,20083,484807,339559,15,9
9219,68,21654,1,375,6715,32327,665151,3,1
9220,39,46280,15,468,13169,193646,663708,58,5
9221,41,71141,19,347,19219,428045,879923,283,1
9222,60,102943,0,369,3850,296199,725885,188,8
9223,62,82894,15,807,5649,30764,54109,259,2
9224,69,41583,0,454,25128,376529,810111,175,6
9225,54,109242,0,760,20917,483370,689058,65,2
9226,53,21360,6,672,37074,315935,326780,11,2
9227,53,68968,15,501,2493,41723,793774,281,1
9228,21,18743,16,616,24084,416935,877668,191,6
9229,53,22159,15,750,14623,362591,292914,4,5
9230,69,47151,15,395,30360,499064,361729,54,4
9231,35,15518,5,795,12292,207223,586388,60,4
9232,67,31652,17,661,14207,279026,390311,156,9
9233,33,93461,2,756,6040,341876,107624,138,2
9234,58,86011,7,477,36544,446453,814660,164,7
9235,35,117489,3,428,3867,238089,895010,80,5
9236,39,118465,3,789,37502,211517,801195,173,9
9237,19,57348,16,338,33785,28092,802466,179,4
9238,38,90422,4,757,5331,251748,65527,46,6
9239,53,92001,13,649,34209,380033,586066,256,2
9240,61,91757,14,751,26490,22673,365263,132,1
9241,56,39395,11,679,39876,130980,50328,170,1
9242,64,17335,12,408,15181,173710,606713,136,4
9243,56,116978,17,507,14261,151913,432207,105,9
9244,46,85112,13,540,33435,36512,670750,26,3
9245,43,15500,18,387,32090,19737,598240,1,3
9246,38,107211,6,698,33568,477784,888574,254,7
9247,34,23083,5,561,6770,494199,881872,211,8
9248,33,96256,4,624,38968,295205,36820,210,6
9249,48,20543,3,670,11339,146761,57523,90,1
9250,68,83812,17,404,33842,169842,160162,39,6
9251,26,67237,13,397,27866,219322,605680,27,8
9252,48,111171,15,786,37468,4966,49046,198,5
9253,31,104716,19,395,27249,391846,320816,230,8
9254,66,21613,13,771,31890,360197,832143,16,1
9255,54,81863,4,345,7184,183965,33509,22,4
9256,19,55540,10,330,39064,309678,528697,73,9
9257,69,91202,11,707,26432,195202,814897,184,5
9258,65,41255,17,674,17366,214845,873805,135,3
9259,63,100666,3,681,33962,203943,801855,1,3
9260,31,37068,12,788,11159,370232,844083,208,9
9261,50,64057,19,608,5012,20790,628775,14,1
9262,52,33946,12,434,20736,53104,664818,222,6
9263,56,35547,3,627,6409,115507,997736,244,6
9264,64,100237,6,498,25005,186287,476404,147,8
9265,68,20769,1,559,37611,92131,204597,275,8
9266,37,39883,17,423,34154,276329,843633,77,1
9267,19,76340,5,681,34349,207384,757344,108,7
9268,68,94199,15,806,13620,235287,404436,111,1
9269,58,119222,2,408,36673,11806,531600,125,8
9270,36,117859,14,340,34477,150327,686979,93,5
9271,54,50162,19,744,17372,124970,675791,237,2
9272,35,103388,9,445,16741,280154,343607,248,3
9273,33,100924,8,475,32666,496727,304157,143,9
9274,21,48434,10,578,36308,5766,673387,209,2
9275,29,37102,13,679,25573,487506,468972,23,4
9276,46,36536,11,464,20382,9217,668577,10,7
9277,24,92891,6,785,33614,167888,453333,256,8
9278,31,82770,10,660,19716,304725,204203,177,3
9279,29,119639,16,472,21750,374825,108521,254,9
9280,52,65388,8,476,11764,356741,490204,290,8
9281,22,65775,12,348,16366,206516,316797,95,6
9282,34,46147,15,410,9229,314956,698350,295,8
9283,59,65526,2,509,7340,336347,638404,80,8
9284,49,38659,4,454,30240,445109,846784,218,3
9285,27,119663,16,572,5454,380904,379495,209,7
9286,60,97096,0,754,5816,303815,341172,100,8
9287,34,38088,8,615,7637,106029,763864,23,6
9288,22,83464,16,514,36128,283261,537073,281,6
9289,62,74998,12,629,7974,294322,484990,197,7
9290,59,55382,14,443,24540,333144,104645,247,4
9291,26,43184,7,653,15497,323262,524320,90,9
9292,66,35099,7,580,27328,133917,956749,253,3
9293,50,84810,1,621,31692,78965,100585,6,7
9294,53,105506,9,605,21358,156091,704035,19,9
9295,53,106280,4,778,5986,102062,647697,275,8
9296,35,52739,15,689,3785,476666,332662,110,7
9297,26,23389,18,363,18268,57729,774962,95,5
9298,46,32352,0,564,16845,212770,80824,87,2
9299,67,36148,12,305,21017,450685,973543,13,2
9300,31,46828,3,467,16033,221933,328969,195,4
9301,42,83040,6,654,13555,413478,87020,76,5
9302,32,71795,0,472,30935,397620,83238,229,4
9303,23,73620,1,418,25819,196657,738743,159,2
9304,59,119310,15,525,29631,222621,214576,23,4
9305,46,109279,13,473,38713,50534,213561,205,5
9306,32,109430,4,428,30902,55162,900427,240,4
9307,46,111531,13,486,3725,442694,892773,195,6
9308,21,72114,16,362,17037,305393,221334,199,7
9309,35,55711,11,573,19924,93964,808582,138,5
9310,67,32748,19,509,12544,137140,597292,223,9
9311,66,103636,11,492,30408,178808,971629,215,4
9312,61,48691,2,831,10173,404445,672088,8,2
9313,56,103517,1,481,35570,221086,220470,216,8
9314,33,80282,14,527,7388,340588,460411,284,4
9315,28,113244,10,388,25923,437628,294070,255,4
9316,31,75360,9,443,33781,483300,581324,205,3
9317,20,25246,17,549,35669,354141,951205,161,9
9318,68,74395,1,524,8876,45454,752786,114,4
9319,67,47486,6,467,22542,200622,397932,245,2
9320,59,45340,6,409,20172,381814,446613,203,1
9321,55,99874,6,472,22984,300086,471784,217,1
9322,62,65300,13,810,33664,353564,307466,145,8
9323,59,18086,1,596,3699,321214,120962,134,1
9324,35,106071,1,542,13342,331784,766098,174,5
9325,37,29860,14,508,7749,151393,989786,270,8
9326,65,32013,10,542,37761,15017,390022,165,7
9327,42,22407,9,553,12734,305817,801142,107,7
9328,55,48542,2,381,3594,209671,255460,248,8
9329,30,39935,16,733,21825,260406,855543,29,3
9330,21,64079,8,774,17238,377262,297463,220,5
9331,31,49111,14,842,30248,214942,619738,209,2
9332,50,71550,13,303,4902,51587,581626,49,5
9333,45,90697,18,493,9405,398781,554478,2,5
9334,69,104117,16,355,20723,494058,23562,198,2
9335,54,112813,19,560,6521,79761,745445,89,6
9336,25,101936,16,679,39696,418537,607219,211,1
9337,61,91955,15,786,22011,322685,938054,70,8
9338,51,55565,19,395,11036,52352,875683,193,1
9339,61,34283,7,635,11252,260800,862468,46,3
9340,22,81470,6,628,33115,31623,963255,63,1
9341,22,115290,11,795,15878,159699,456324,119,2
9342,48,101916,0,818,12139,51822,251674,226,7
9343,62,94552,11,424,29987,177701,230236,27,7
9344,26,53233,5,559,6590,262918,550298,191,5
9345,59,37695,15,849,38242,225318,525727,279,5
9346,49,105488,17,307,4973,348428,36184,228,7
9347,50,57734,18,672,39813,478251,391401,224,5
9348,20,96257,2,521,19422,42184,135025,295,8
9349,47,16505,2,830,17388,132918,819041,58,3
9350,67,20363,4,649,20171,426608,783374,209,2
9351,29,63708,2,330,16495,492102,170600,142,4
9352,46,58614,18,657,30943,65801,832865,150,7
9353,20,16010,4,321,16335,376659,651746,17,9
9354,43,34861,13,588,22968,212190,435637,240,3
9355,47,39125,15,513,24703,186659,570387,38,3
9356,26,24369,0,464,38070,365517,613111,287,7
9357,43,84393,16,439,35563,380788,694743,98,1
9358,19,41671,10,669,21193,54539,344225,58,7
9359,20,90400,8,619,18850,287175,909950,17,2
9360,63,79512,3,708,14727,355517,410657,120,1
9361,21,113026,1,737,17415,138983,752754,23,9
9362,42,90656,8,312,12941,174615,148909,210,1
9363,68,100759,4,800,17218,122436,266970,213,8
9364,30,112686,3,325,38257,247730,973553,148,7
9365,56,59138,4,833,30444,385517,570388,96,9
9366,61,68420,17,375,5651,357228,543456,260,5
9367,52,83089,12,665,25519,51368,514214,73,3
9368,40,30489,4,790,26281,219098,888103,49,1
9369,26,74789,18,391,21793,121241,479403,222,2
9370,19,84925,2,565,36687,224305,601251,282,6
9371,58,64703,17,798,21316,155697,695094,32,8
9372,61,102486,5,469,10379,79448,908504,28,9
9373,48,91625,5,645,2207,118399,135366,168,8
9374,61,73228,4,527,2073,76014,673841,37,2
9375,64,18051,0,502,26427,323645,359921,234,1
9376,19,53090,7,745,12811,164897,337337,179,4
9377,49,43805,0,817,11241,207484,774473,57,5
9378,35,109978,5,431,6969,499389,154953,233,6
9379,30,59557,19,544,7889,192904,839973,72,4
9380,63,17555,13,390,28457,475923,905579,195,5
9381,22,65241,10,425,10706,2304,462793,3,8
9382,59,93303,1,771,13520,51782,461370,202,3
9383,61,80994,3,541,2279,316376,146604,191,1
9384,27,31066,12,801,29562,87223,143513,207,9
9385,60,19721,6,686,27131,400219,16093,111,9
9386,42,92982,5,306,29955,387190,493274,51,2
9387,51,21304,2,387,2290,411012,269803,238,3
9388,54,57967,8,444,39648,313914,466880,134,8
9389,47,115224,13,750,13065,251931,850912,281,3
9390,24,93763,19,630,17402,71672,720138,226,3
9391,23,55462,10,463,26367,3777,170929,26,6
9392,20,86834,4,641,26107,198347,480895,216,6
9393,30,119933,13,300,20006,448267,410297,80,7
9394,20,118450,18,419,15029,357770,806773,292,4
9395,43,65155,7,763,21935,246159,800161,21,5
9396,41,90842,6,761,22562,116606,286437,222,3
9397,23,17589,6,348,5275,421040,798991,49,2
9398,60,52078,2,626,7257,41353,436666,60,3
9399,66,115545,2,773,26658,178593,893440,242,3
9400,59,69918,17,667,38763,291802,181032,19,2
9401,29,28601,12,586,30822,72157,694683,78,1
9402,66,22711,0,323,38460,426041,918542,131,3
9403,53,101900,4,592,3757,156263,325711,214,1
9404,19,74430,3,748,23339,144439,228013,128,8
9405,28,78327,15,362,24846,482468,74271,107,5
9406,56,114242,14,757,29915,2503,261670,181,6
9407,51,110146,17,829,13344,315523,306880,194,7
9408,43,117605,16,712,25232,263971,113903,45,7
9409,35,18970,13,559,35493,282759,423496,57,4
9410,38,84535,13,483,34079,212697,120920,183,6
9411,53,101570,18,347,35875,315169,644042,275,8
9412,57,51176,5,446,31558,141881,682237,5,6
9413,69,56730,12,708,13017,79891,709353,154,7
9414,63,97168,17,739,31481,387209,202890,19,3
9415,61,28385,14,757,28777,350916,991941,31,9
9416,39,20950,6,528,22732,146019,935201,147,2
9417,47,116230,18,583,31968,484837,692529,125,8
9418,67,88511,16,644,25457,268776,45227,25,8
9419,60,68009,8,563,30520,272030,907789,153,2
9420,47,101850,10,677,2824,21400,258375,237,9
9421,25,38398,4,402,33573,424008,913560,214,3
9422,51,40277,1,322,39370,117756,846531,141,6
9423,64,41761,14,592,16467,96586,40113,298,4
9424,26,79435,11,566,11926,64414,963166,143,5
9425,68,78944,9,828,25876,23008,809812,23,3
9426,37,46533,9,775,18734,476034,599788,284,8
9427,57,87502,19,750,23586,137595,812447,112,8
9428,42,87123,10,584,32659,141510,848182,269,7
9429,36,37880,9,612,27410,238967,88653,96,7
9430,22,85627,6,461,9894,392156,457435,172,2
9431,28,56753,13,421,28563,246197,483736,291,6
9432,32,111666,12,780,39759,413207,605403,235,4
9433,25,97597,4,411,4509,311303,70350,87,9
9434,36,102829,18,538,4672,426975,294323,296,5
9435,40,16561,9,509,21826,194000,751799,198,6
9436,44,68205,7,648,6158,66823,5243,221,7
9437,57,74810,17,810,9807,278940,774381,298,2
9438,49,79482,0,301,33171,379235,194155,143,1
9439,43,84192,4,760,26525,333212,231829,60,6
9440,44,102154,10,781,28513,44137,91694,289,9
9441,36,101066,19,540,7797,296352,222405,2,7
9442,67,102408,10,353,35065,285140,606770,153,9
9443,59,43330,15,766,9746,136957,670277,254,3
9444,46,31139,9,408,25718,219084,663414,59,5
9445,56,47977,14,579,5938,362716,970838,251,6
9446,58,19983,6,356,26316,122907,49113,25,6
9447,50,54909,14,513,36362,7864,619594,133,5
9448,36,79480,15,807,18334,450375,327360,243,2
9449,54,64029,5,327,13557,408781,108251,62,3
9450,36,36329,10,503,37983,486840,862997,104,6
9451,50,51734,16,844,30880,328865,253864,78,9
9452,64,57837,14,608,11673,87177,466252,209,8
9453,33,89354,15,827,6379,487598,959208,105,8
9454,40,91454,1,642,34721,148420,900526,91,8
9455,24,81786,3,517,37950,109944,96187,164,6
9456,43,19758,18,386,22829,299455,434545,115,3
9457,49,117667,5,330,32028,108975,906979,150,5
9458,29,82699,17,399,9571,169726,341909,233,8
9459,25,115157,10,614,30363,225246,326531,86,3
9460,22,97673,8,794,19735,366088,968747,28,1
9461,59,112639,2,770,27893,126340,967976,48,1
9462,45,36832,1,814,7613,290298,169726,188,7
9463,22,16868,17,630,28606,100448,827857,84,6
9464,66,65665,14,493,18595,152620,949497,63,5
9465,43,56862,17,490,3274,163084,552357,2,8
9466,22,34728,18,551,39030,457406,226192,279,8
9467,39,118542,14,300,30190,67170,426456,51,1
9468,32,108565,16,758,22118,401793,992528,226,7
9469,30,54857,17,389,9775,411903,809948,80,2
9470,45,43183,17,817,34016,112157,241836,246,4
9471,50,103321,10,782,34279,476668,934123,206,1
9472,60,33940,17,415,15941,490056,201773,116,2
9473,40,20280,2,372,37253,322369,388487,257,9
9474,50,117548,12,455,25638,413297,122588,15,1
9475,60,17164,13,368,6370,374289,132750,217,7
9476,35,107724,3,770,21782,424836,413928,43,4
9477,67,94624,17,791,24639,198560,547232,103,7
9478,47,33405,4,599,39655,36573,923568,294,7
9479,43,17821,13,443,24829,90506,606473,63,3
9480,33,70090,11,505,2332,310275,137405,231,2
9481,30,37516,6,706,20508,386593,588982,238,3
9482,56,25473,11,596,20616,106086,524089,250,5
9483,50,61454,7,828,29193,95635,723300,78,8
9484,43,57530,2,436,7282,225006,392894,83,9
9485,65,119273,0,518,23524,241783,106634,154,4
9486,18,92714,2,817,9744,157627,553506,230,6
9487,66,119472,10,747,7697,104516,701944,97,4
9488,55,107554,17,431,35720,267274,947681,174,9
9489,19,97633,6,662,5369,197187,539999,140,5
9490,66,94632,8,643,24826,156398,75093,93,2
9491,23,84081,3,317,13545,315837,933507,140,1
9492,63,39798,9,715,8553,175605,834420,29,5
9493,67,15863,17,840,12183,4386,229185,61,8
9494,55,31148,15,452,21089,127435,477088,41,6
9495,59,101545,11,631,11931,438053,41032,148,7
9496,41,69459,18,618,30835,43697,245922,247,9
9497,35,98345,2,498,34871,27999,761637,158,4
9498,44,99224,7,825,9297,241449,245982,295,5
9499,58,81189,18,309,39459,279293,776141,246,9
9500,25,23129,8,438,22599,454263,770232,296,3
9501,45,106954,18,466,11761,360266,376926,179,1
9502,27,38118,16,446,10061,341974,446240,258,8
9503,34,15443,12,702,2368,273871,721579,218,9
9504,46,42041,1,744,39821,258519,765236,156,4
9505,23,104379,3,369,7304,72626,984015,120,6
9506,31,36053,10,627,30806,72031,142483,264,7
9507,39,111384,1,528,33343,129298,179518,287,7
9508,23,118410,3,618,2594,314696,220338,39,8
9509,43,52204,3,335,19829,488777,417649,188,6
9510,56,57240,19,554,22006,275291,96909,242,7
9511,29,116343,0,612,35533,201160,816418,83,9
9512,52,108749,10,634,24424,149434,93805,205,6
9513,31,76102,1,319,29792,433531,190960,144,2
9514,39,23291,18,597,23015,481649,122156,279,4
9515,68,31285,7,320,27209,419194,797856,182,5
9516,40,107422,19,777,24993,11996,557116,12,8
9517,65,76589,3,771,23140,18898,432199,292,4
9518,24,28944,15,769,11872,76275,844257,57,1
9519,57,116041,14,648,39618,17777,290930,154,1
9520,67,103876,4,685,17212,380462,660685,92,2
9521,42,110561,4,845,20277,115791,245069,90,8
9522,30,69391,14,745,28691,145369,998705,4,3
9523,38,16607,16,398,18892,461495,29582,221,6
9524,58,17953,2,354,8353,276680,406057,144,7
9525,27,59941,17,302,4751,334116,661361,22,1
9526,26,86469,10,631,12363,31589,513555,192,5
9527,32,91922,5,734,21227,132493,65115,107,2
9528,69,76683,11,785,10483,236792,659011,220,7
9529,19,85218,16,518,31092,56349,130182,239,3
9530,42,26154,13,510,30918,317588,908865,218,9
9531,30,24047,5,795,2649,48350,827208,39,1
9532,51,103529,9,531,37365,401024,205974,245,2
9533,68,90874,15,447,35328,431697,404003,150,9
9534,51,29323,17,506,34034,260230,45195,30,7
9535,52,52693,19,659,2503,233553,891286,161,3
9536,55,73730,5,718,27203,37544,446174,104,8
9537,20,104170,18,716,16996,87310,287209,158,5
9538,59,41292,2,481,34602,386299,944010,134,2
9539,23,119087,11,509,29935,220720,623488,54,1
9540,65,60111,15,549,32425,352274,528588,36,6
9541,66,90453,2,811,16096,246619,239910,131,4
9542,36,90681,15,438,36942,353449,781148,80,2
9543,20,110253,3,530,5527,262760,768581,272,1
9544,35,54491,19,311,15993,472350,756382,120,7
9545,56,64336,12,572,32224,357971,611208,134,4
9546,26,31905,3,787,7423,29594,126135,205,1
9547,69,45273,3,389,29113,278124,499729,265,1
9548,29,41234,6,324,28833,50401,433534,233,7
9549,22,93885,11,837,16307,373107,736826,28,5
9550,20,81538,1,359,17928,487157,782146,58,1
9551,28,119570,15,470,26107,432035,203487,29,9
9552,47,47573,6,746,18278,197198,881260,33,3
9553,21,108339,18,309,28571,39879,447106,108,1
9554,22,79320,10,542,10825,267535,577516,272,2
9555,18,26330,0,477,26372,222421,696861,191,6
9556,44,107040,8,556,39920,107091,728571,81,3
9557,45,95516,4,609,3563,86640,508101,82,8
9558,46,87553,16,815,22459,21393,443633,96,1
9559,35,56353,0,514,28174,71441,981082,146,1
9560,29,31011,16,329,26070,101640,201729,57,8
9561,30,98537,11,645,20542,52736,897811,218,1
9562,58,75985,12,364,25683,260701,705488,242,4
